"TOA5","CR1000_cigar","CR1000","E3121","CR1000.Std.22","CPU:SBGmeas.CR1","31038","SBG_meas"
"TIMESTAMP","RECORD","BigRedButtonPressed","SBG","SBG_flux"
"TS","RN","","",""
"","","Smp","Smp","Smp"
"2017-05-16 16:03:52.35",96,0,0.02695605,0.05114999
"2017-05-16 16:03:52.4",97,0,0.02762995,0.05242874
"2017-05-16 16:03:52.45",98,0,0.0279669,0.05306812
"2017-05-16 16:05:21.1",99,0,0.02628194,0.04987086
"2017-05-16 16:05:21.15",100,0,0.02493415,0.04731338
"2017-05-16 16:05:21.2",101,0,0.0245972,0.04667401
"2017-05-16 16:05:21.25",102,0,0.02560805,0.04859212
"2017-05-16 16:05:21.3",103,0,0.02560805,0.04859212
"2017-05-16 16:05:21.35",104,0,0.02493415,0.04731338
"2017-05-16 16:05:21.4",105,0,0.02493415,0.04731338
"2017-05-16 16:05:21.45",106,0,0.02392331,0.04539527
"2017-05-16 16:05:21.5",107,0,0.0245972,0.04667401
"2017-05-16 16:05:21.55",108,0,0.02358636,0.04475589
"2017-05-16 16:05:21.6",109,0,0.02426025,0.04603463
"2017-05-16 16:05:21.65",110,0,0.02426025,0.04603463
"2017-05-16 16:05:21.7",111,0,0.02392331,0.04539527
"2017-05-16 16:05:21.75",112,0,0.02426025,0.04603463
"2017-05-16 16:05:21.8",113,0,0.0252711,0.04795275
"2017-05-16 16:05:21.85",114,0,0.02392331,0.04539527
"2017-05-16 16:05:21.9",115,0,0.02493415,0.04731338
"2017-05-16 16:05:21.95",116,0,0.02426025,0.04603463
"2017-05-16 16:05:22",117,0,0.0245972,0.04667401
"2017-05-16 16:05:22.05",118,0,0.02426025,0.04603463
"2017-05-16 16:05:22.1",119,0,0.02426025,0.04603463
"2017-05-16 16:05:22.15",120,0,0.0245972,0.04667401
"2017-05-16 16:05:22.2",121,0,0.02426025,0.04603463
"2017-05-16 16:05:22.25",122,0,0.02426025,0.04603463
"2017-05-16 16:05:22.3",123,0,0.0245972,0.04667401
"2017-05-16 16:05:22.35",124,0,0.02560805,0.04859212
"2017-05-16 16:05:22.4",125,0,0.02560805,0.04859212
"2017-05-16 16:05:22.45",126,0,0.0252711,0.04795275
"2017-05-16 16:05:22.5",127,0,0.02594499,0.04923148
"2017-05-16 16:05:22.55",128,0,0.02560805,0.04859212
"2017-05-16 16:05:22.6",129,0,0.02695584,0.0511496
"2017-05-16 16:05:22.65",130,0,0.02695584,0.0511496
"2017-05-16 16:05:22.7",131,0,0.02695584,0.0511496
"2017-05-16 16:05:22.75",132,0,0.02695584,0.0511496
"2017-05-16 16:05:22.8",133,0,0.02628194,0.04987086
"2017-05-16 16:05:22.85",134,0,0.02762973,0.05242833
"2017-05-16 16:05:22.9",135,0,0.02864058,0.05434645
"2017-05-16 16:05:22.95",136,0,0.02695584,0.0511496
"2017-05-16 16:05:23",137,0,0.02729279,0.05178897
"2017-05-16 16:05:23.05",138,0,0.02762973,0.05242833
"2017-05-16 16:05:23.1",139,0,0.02830363,0.05370707
"2017-05-16 16:05:23.15",140,0,0.02762973,0.05242833
"2017-05-16 16:05:23.2",141,0,0.02796668,0.05306771
"2017-05-16 16:05:23.25",142,0,0.02762973,0.05242833
"2017-05-16 16:05:23.3",143,0,0.02762973,0.05242833
"2017-05-16 16:05:23.35",144,0,0.02762973,0.05242833
"2017-05-16 16:05:23.4",145,0,0.02762973,0.05242833
"2017-05-16 16:05:23.45",146,0,0.02729279,0.05178897
"2017-05-16 16:05:23.5",147,0,0.02695584,0.0511496
"2017-05-16 16:05:23.55",148,0,0.02695584,0.0511496
"2017-05-16 16:05:23.6",149,0,0.02661889,0.05051022
"2017-05-16 16:05:23.65",150,0,0.02628194,0.04987086
"2017-05-16 16:05:23.7",151,0,0.02695584,0.0511496
"2017-05-16 16:05:23.75",152,0,0.02560805,0.04859212
"2017-05-16 16:05:23.8",153,0,0.02628194,0.04987086
"2017-05-16 16:05:23.85",154,0,0.02560805,0.04859212
"2017-05-16 16:05:23.9",155,0,0.0252711,0.04795275
"2017-05-16 16:05:23.95",156,0,0.02493415,0.04731338
"2017-05-16 16:05:24",157,0,0.02594499,0.04923148
"2017-05-16 16:05:24.05",158,0,0.02426025,0.04603463
"2017-05-16 16:05:24.1",159,0,0.0245972,0.04667401
"2017-05-16 16:05:24.15",160,0,0.0245972,0.04667401
"2017-05-16 16:05:24.2",161,0,0.0252711,0.04795275
"2017-05-16 16:05:24.25",162,0,0.0245972,0.04667401
"2017-05-16 16:05:24.3",163,0,0.02560805,0.04859212
"2017-05-16 16:05:24.35",164,0,0.02493415,0.04731338
"2017-05-16 16:05:24.4",165,0,0.02560805,0.04859212
